building_id,income,annual_kwh,pre_fixed_bill,post_fixed_bill,pre_fixed_tou_bill,post_fixed_tou_bill
218729,high,5404.838214452778,2417.0925440273295,2421.220599768988,2876.966206852714,2824.0367575273303
116316,high,4458.489137424915,1919.218311566771,1983.2959180085536,2380.4476441348515,2388.4785734817733
374537,low,5890.436780285415,2634.7796097659193,2390.8699014977033,3133.165845619177,2827.0547049558586
526641,medium,7321.253602365381,3443.0198415250657,3323.614237921254,3918.098880969911,3741.4889132061226
210923,low,1581.5180619621492,672.3982192238274,664.7689496319849,870.8533561276582,842.0432313872952
387719,medium,2872.7318653861,1221.3706798875542,1369.47149569844,1545.7347260348367,1655.7633604022328
130478,medium,7440.652665026293,3506.9792205223307,3379.8721572111363,3956.270977147188,3772.137032651553
440782,medium,3731.032280894949,1593.2691247245875,1696.592385406365,1990.7936411329408,2045.6224874173013
156924,high,6387.045872286829,2942.950796348897,2883.759359370786,3460.0188361761493,3343.344259714943
21402,high,10344.295758870818,5062.520639518316,4748.1081323750905,5492.439081754039,5121.187439266785
276225,medium,3326.347574675685,1418.1690051845662,1542.5747709747827,1786.911252665209,1867.6510358370297
33351,medium,5844.885784538797,2618.9820062531203,2598.801503769225,3157.2702305900098,3075.5776770616244
299603,low,821.3096752368028,349.1880215236791,380.4738192483073,443.3929769489768,463.7696472218356
326584,high,7968.08355803756,3790.1867356847342,3628.9781385313854,4357.294792218048,4138.568026843714
502293,medium,6508.346677610207,3007.8876206039736,2940.877029628712,3518.9414310995003,3394.5309241872797
113196,medium,11722.510054631868,5799.8235946301875,5396.6311979753855,6349.936519396005,5889.511529268592
64162,medium,8458.437243242206,4052.084131999425,3859.3400451037487,4580.135554485708,4329.8824410253455
463278,medium,2985.204041081471,1269.1893501061982,1411.5327152432378,1586.843030384596,1689.6968719140323
307621,medium,5167.45649428127,2255.715046423529,2279.276163098782,2751.202703351006,2713.4899336901553
95488,high,6363.056247842378,2937.461801914379,2878.931020996066,3449.7949086878143,3334.630322189834
336663,medium,2506.4911246155248,1065.6597665415366,1232.508445872468,1331.4031737783002,1465.1087195668492
127030,low,273.31471899236726,146.73000000000002,175.54014546157555,146.73000000000002,200.5555305084851
549443,low,2789.7609352129502,1186.0947592151379,1116.6155369415872,1498.2079441421768,1391.7716286633658
78254,high,4439.685614619726,1917.6040479852459,1981.8757052285796,2385.918138214862,2394.9701457159235
242383,medium,3389.6552493700665,1442.7934469806814,1564.2344984454376,1826.4925788178396,1903.0955877512977
299617,low,6147.946833802815,2815.017461742867,2549.4033737328555,3273.7928735286605,2951.111575331845
5211,high,8801.906086758036,4236.131399667425,4021.225859939238,4756.828282478586,4484.666984647422
447380,high,780.1319506319127,331.68090013066393,586.9019055778164,422.5039226599032,667.3211836704065
66804,high,3427.2690004365268,1457.137688225594,1576.8517480932483,1825.9221387629723,1900.3286476473252
23139,low,7447.375435863089,3510.722040242069,3161.3369720716514,3986.7896107496254,3580.2921243469514
132375,high,10352.803967912922,5066.367513396883,4751.49182485149,5544.062079893448,5172.215532158178
310082,high,12693.894460568923,6276.850990267302,5816.220564899992,6868.109733045079,6345.050777308043
342177,high,9428.524946057909,4571.535830875898,4316.2436721646045,5102.73429457017,4790.143257234899
352551,medium,1965.074187141712,835.4709414051702,1030.034753765386,1043.607318075901,1212.184268936495
321009,medium,5864.289829254988,2663.1155090195302,2637.6195166829975,3117.551913888126,3034.980928509682
355147,low,2398.4768476122563,1019.7364165308269,970.2870267015553,1275.5148770068981,1194.337285836468
189755,low,4364.461617948558,1921.3331876920058,1763.3267986933245,2349.893684004584,2142.023590929964
174750,low,4831.481697924902,2118.8296508966237,1937.0443973175152,2597.5700673077567,2359.572913623458
408198,low,2547.633512369171,1083.1518641188768,1026.0671446206989,1352.1321580105182,1261.385933146131
320525,high,5057.461168167278,2219.9035022398143,2247.7758597513375,2728.8685579950034,2697.936618656717
235341,medium,7501.156889493079,3539.8185361635246,3408.7572174332936,4040.7291065679547,3852.3559237412
136283,medium,2319.1427324489023,986.0067241279754,1162.4457676539162,1235.4907982942964,1381.2644514068172
304287,medium,4659.307315453548,2020.0590702669701,2071.9945252160487,2494.5973819296596,2489.59256940513
164189,high,2616.30374994828,1112.3477023280104,1273.5750733681582,1392.7294826005807,1519.3314594898045
51467,medium,5578.679944042374,2467.5768053039037,2465.6276043517582,2968.9167681309555,2904.711785801335
145654,low,273.3489460819054,146.73000000000002,175.55294536625019,146.73000000000002,200.5710877474929
486898,medium,4484.134497325775,1986.1207993709486,2042.1405155058085,2440.765806591848,2446.719773524279
383859,medium,4389.715636727919,1866.3315001112423,1936.77791666714,2340.0553230886067,2352.4930480517637
393955,high,8462.689246052962,4054.2283001599008,3861.226035397144,4550.779282990894,4300.507615681311
539432,medium,5639.5166160412155,2501.239148263204,2495.236564928636,3029.8305932459903,2961.444700374907
241455,high,8181.354493055506,3861.1111027637376,3691.364046554638,4406.107827832837,4173.944537172719
369741,medium,7429.806242964512,3501.4586790578232,3375.016342569667,4004.5457524604917,3820.7157419671844
105457,high,4690.787681056307,2036.2462226910943,2086.2325805728597,2521.8951868442864,2514.7755907003616
110979,high,10583.410111227127,5147.4435076346335,4822.806951702075,5679.531074405295,5292.638658081573
226833,high,3447.8368327816725,1465.8823078254559,1584.5435003553623,1828.8300861300881,1901.9015659374145
424598,medium,5323.28860830619,2381.0441006923747,2389.5125181663952,2880.864973178709,2832.866614254037
447796,low,4330.275173079184,1856.8196876100067,1706.5832587827917,2305.2880517271387,2099.710532378533
38731,medium,4917.596342138646,2183.228067024969,2215.515105541009,2614.937146276263,2593.4558247853274
116714,medium,4400.788682042798,1891.7401354307879,1959.126304687859,2344.82698618174,2356.4823788141925
468921,medium,2196.3159693836133,955.7817861857036,1135.858898144046,1204.2085414888118,1357.6065520707539
405842,low,9414.739272682033,4563.973062622551,4087.764236800758,5058.008771222782,4524.747776907658
342082,low,4744.014370610033,2063.2282119045703,1888.1383605753572,2531.9163620602,2299.6228869742627
390437,high,5970.97495428119,2721.9229379297803,2689.3457773043424,3223.3273142135818,3133.6704375144946
164760,medium,7450.71614241489,3512.727555824779,3384.928311735581,3988.8140725808757,3803.749806727089
25309,high,13303.655144103142,6604.09196690994,6104.057864910957,7142.416220361769,6580.2799768644445
513614,low,2767.8570240372333,1176.78209233967,1108.4241312792042,1484.4758040521403,1379.4211993981264
288598,high,12318.129153711248,6118.642194079355,5677.060306426294,6581.70487454335,6083.300665090158
185737,high,10332.558644451075,5056.088998050427,4742.450941560425,5548.310362212439,5177.624092262001
465081,low,4777.237465521779,2110.616655919933,1929.8195412181349,2569.3528819451985,2334.766083003796
404133,medium,5503.714571613713,2481.1888086217323,2477.5984937284793,2966.4922595616113,2907.0487504869225
541491,medium,5948.215365867018,2708.0736900382867,2677.1642051391877,3205.862884931224,3117.6045037221566
529402,medium,6571.445743302607,3050.5781756800084,2978.426798881105,3595.266432888271,3466.421005783617
213987,high,2042.3033362984663,868.3056864606559,1058.9161386755375,1075.5041950137404,1239.1413486724955
488377,medium,14790.304654448304,7442.630832344126,6841.625188982351,7954.648090736608,7296.9859604090325
30566,high,10187.202612761632,4977.654707352256,4673.461081728665,5526.94051705783,5165.351272522973
105088,high,2492.1521132921157,1059.563392487276,1227.1460858078524,1330.322675916475,1464.8296658919248
381367,high,12943.544251521385,6410.831039040158,5934.067834172934,6943.787110720393,6404.893592956908
197122,low,2884.1121859111886,1228.4420781134284,1153.8640570786445,1549.1250689010553,1436.6402547376558
29850,medium,2356.7669364336243,1002.0030306941196,1176.5160912180825,1257.0528884257817,1400.3922052384241
45161,high,3570.670522700467,1518.1062794313304,1630.4796153742936,1898.3607733597264,1963.522511560561
519109,low,3555.684761997659,1535.0980936098217,1423.5971330136858,1880.3791768688286,1724.636279693858
116401,high,6252.6041474347385,2828.4093187629437,2783.0116559869994,3327.2389993903957,3219.635542727691
257010,high,10770.65859437934,5248.260294552792,4911.484194825883,5843.579194510344,5444.256771803688
521540,high,18002.779402246946,9120.05660642478,8317.070888513259,9617.68626453636,8753.263758143994
452964,medium,2758.247768649384,1172.6966213189721,1326.6578780418104,1470.4336203815092,1587.8854813181065
523259,low,2014.9970057044764,856.6961269453151,826.877070223303,1077.8301064677316,1021.2663415993788
66736,low,6979.625078071643,3217.5175320272124,2903.4393678208835,3740.844170229761,3364.4745367914543
480529,high,13225.842977294138,6604.716796213923,6104.605829473961,7099.149483633437,6541.876694923646
250589,low,2182.28001041549,927.8181692282496,889.4358954950807,1165.0753250277407,1097.7118424431549
257156,low,3279.258943179142,1394.209732282044,1299.6731069807036,1746.7238209820985,1608.8248523195355
82975,medium,4281.188535230849,1854.4910286628083,1926.3613954948787,2287.710553525457,2307.1235961929606
500853,medium,5420.52848274858,2425.5932770042828,2428.6977410642326,2891.173521384367,2837.1259807592733
380768,medium,881.9329814526078,374.9626263943906,624.9724370738318,486.3602862099705,724.5732498818195
207545,high,7262.335946111563,3412.4460339398606,3296.721837529931,3930.8315209494954,3757.677739199442
2935,low,7351.957440874244,3459.5793925769876,3116.352500405397,3946.353329792689,3545.908443307083
374366,medium,3425.193270068908,1456.2551707024968,1576.0754872076695,1820.145438273476,1894.6507158850545
468496,medium,4450.062142754863,1911.284303329652,1976.3173890529483,2365.3395844150455,2373.832823823629
500254,high,5945.713223008902,2706.9848974409697,2676.20650626657,3142.455329782012,3054.657007362054
184612,low,6203.435363523524,2844.8566281697954,2575.6495499665994,3324.5819534620605,2998.3004883929707
510358,low,2217.5239297387197,942.802473967714,902.6160640043889,1192.9491948199682,1123.3887947819453
320156,high,4937.196342349823,2168.7422948261114,2202.7745517021335,2638.7107479567894,2615.813052840669
381558,medium,3486.4141242229007,1482.283829054608,1598.9702500356384,1861.8744921538632,1932.42633541863
11217,high,5856.6735887683735,2616.3845274911146,2596.5171348565113,3112.153777722859,3030.043844988377
370290,high,2052.4566597970997,872.622473479335,1062.7131770643216,1094.7620277096066,1257.6993177068757
486249,low,2190.2485046986017,931.2060542576577,892.4158733021362,1168.501303460113,1100.7297786486986
147478,medium,7564.065566999925,3573.273982642367,3438.1842449645233,4126.1313873086765,3933.5948822489754
375683,medium,2338.799064744944,994.3638103669605,1169.7966462426668,1242.8809023755207,1387.35911730826
229410,high,4325.797841928969,1922.0020665676232,1985.7416340012883,2351.7446135078458,2367.8084748820884
62323,low,3504.0859983900923,1489.7972030755313,1383.7516808179428,1872.3291069099364,1719.9368076874632
206319,medium,3868.88758852497,1646.1509017646842,1743.107382690594,2062.4556477443202,2108.3572113747764
475910,high,8744.01299704214,4163.06212090672,3956.956598059148,4731.9816345653035,4463.394414922581
494030,medium,3258.866493572889,1385.5396784074492,1513.8742626014532,1744.3255776488768,1829.4958762272254
46354,low,3740.4783763966648,1625.662656123873,1503.2569837482827,2005.8227027453618,1838.0404951302355
237671,medium,3377.4457670987545,1435.9548423397066,1558.2193535219214,1812.609443119846,1890.0723089092505
180946,high,6192.1425631690145,2838.593803978478,2791.9681715100405,3298.1697614544178,3194.4578206251444
178561,medium,3216.9946199471515,1367.7374326167308,1498.2154380216361,1716.785057605926,1804.6758793372603
329307,high,5881.96202000697,2630.015698790367,2608.5069499277283,3144.9786352110314,3061.188566255596
530483,low,5782.233092480289,2611.4225550010956,2370.323978592502,3088.101045457274,2788.8801094478495
239170,low,3215.918148666877,1413.832859431004,1316.9313186546983,1737.7615640541612,1603.7999030462001
96800,medium,3311.899323815328,1408.087116513325,1533.7069501272183,1769.9914041343147,1851.7757170344937
284140,low,2737.0269731357007,1163.6743878983743,1096.894617143558,1449.2520421671895,1346.3143971340487
323319,high,8723.449932866522,4151.334488791697,3946.6411378739035,4651.2879282146505,4384.402490948103
78836,low,5773.329199614127,2626.190138571843,2383.3126200389493,3114.3113858559755,2815.41516257385
169557,medium,8198.607524372368,3871.176350872818,3700.2172890133725,4425.050716436779,4191.754133800672
202406,low,6973.957582135431,3214.83636169262,2901.081028202671,3714.8073121898897,3338.9119580666706
247811,low,5269.751735753524,2380.8015723277,2167.4707788560486,2880.2405647975493,2613.591861380313
412740,high,4606.114604837894,1970.4919395228112,2028.396669498199,2453.570305576325,2452.013378938741
264488,high,3943.8862723468183,1708.7499456815524,1798.1679043394597,2114.4471748555175,2155.49475947897
273471,medium,4609.716377956234,1979.0964251343814,2035.9648172246918,2449.646048668698,2447.8944558795074
245814,medium,2012.0030948561089,855.4232358090233,1047.5847573833391,1073.0063199319818,1238.5457293009977
373827,high,12309.736435697081,6071.8317507506845,5635.888017985052,6599.792703558307,6101.782170801864
487529,high,1089.6549140515583,463.2776832581606,702.6542082078613,583.6458457863561,808.5527246025865
252223,medium,6560.062383773695,3035.579424156672,2965.234415536434,3519.942839120621,3392.4452247591244
177393,low,2307.31798607782,980.9793149608458,936.1963472535226,1220.9729009770363,1145.6966609993774
209464,medium,6511.7754324500365,2967.7195545357054,2905.5472863623436,3527.2910261588745,3402.6136016750843
519459,high,3040.307638641948,1292.6171956450103,1432.139807622929,1623.385593752963,1722.6791029347025
116367,medium,7122.469083906809,3342.525385856793,3235.220263390814,3748.1131636652253,3584.3014479780627
192718,high,9054.866383440656,4371.233380828081,4140.059992842982,4887.434405308414,4599.102082016303
308834,high,11041.993850794295,5223.163989294331,4889.416337838399,5891.038543384756,5474.974961720835
281529,high,4644.034189811492,2076.8135434365436,2121.912595166041,2508.2097858273337,2503.978000890715
98867,medium,3773.286335994222,1604.250418611303,1706.2518510717591,2012.9518961356057,2065.02505844572
27063,high,5602.372018014475,2522.9131811489938,2514.2991902800504,2999.2428530961265,2933.416386261248
72639,high,5199.549835917581,2307.405738359917,2324.7413616955464,2767.331260773593,2727.526355717386
325015,low,3083.7773388610053,1311.098773390145,1226.5688514138503,1660.627793431414,1535.1475969679948
54361,low,6112.0882529966275,2814.384849912716,2548.8462209907957,3258.2388328070683,2937.68514935228
1382,high,8720.257364664663,4192.119154226802,3982.513215850291,4661.456162564123,4394.79924938542
522649,low,3561.009213613944,1518.6425726733291,1409.1237928353346,1912.8947428269034,1756.6890481679927
18666,high,7137.539699269097,3344.7102214399793,3237.1422457078797,3827.490948844111,3662.767267601519
124867,medium,3065.492942403953,1303.3249793924645,1441.5583556708063,1634.4060480948665,1732.0830663363577
267990,medium,6142.3614006288,2811.93377030687,2768.518318457297,3300.4647583157584,3199.79252362554
41162,high,10194.709513956033,4939.587163951468,4639.978936787988,5548.289132988177,5186.152536187409
344672,low,8207.247485378824,3917.9060916613257,3519.4912806489706,4378.018238535702,3922.5526122764354
375630,high,2914.11442249576,1238.9648878682974,1384.9473305807394,1549.0054101780577,1656.4434671450279
159513,low,9115.389147580943,4403.649686515141,3946.745675132363,4870.252034069333,4356.2325773605835
262874,medium,7138.592182272397,3345.7167945428323,3238.0275985602902,3815.3875837103215,3650.66520927227
293091,medium,3629.9867819345313,1546.4815741885413,1655.4383224929907,1945.2808165101446,2006.5819671346221
123662,high,12854.143915552948,6405.941274474188,5929.76520001059,6919.321363501273,6386.096240707216
339924,low,1558.7579896544598,662.7215468814901,656.2573653910782,829.6444319364923,802.5616832610744
281684,high,2681.9614803681734,1140.2627429933325,1298.129094813286,1434.7953999886536,1557.1378386934953
147620,high,5567.2557372126485,2504.0752605133866,2497.729577362266,3004.3985004646593,2940.746544433142
283681,high,2474.089399038355,1051.8838488951471,1220.391172558374,1316.9697968943688,1452.7471868076777
112620,high,2099.205159591357,892.4980656518613,1080.1957135323798,1113.0026061332255,1272.9858449515793
543984,high,7523.013591425144,3508.788172389942,3381.4649181206337,3995.0527433428942,3805.5899368137493
37983,medium,4062.1594063747966,1808.9781556158107,1886.326042935173,2257.2912843228237,2290.1721713206853
256880,low,8900.484383014242,4288.748087799218,3845.679568725876,4821.288315575471,4320.839763616278
142469,medium,6503.402289300668,3005.38709532524,2938.6775912360404,3471.602458163507,3347.8433354634935
544089,high,6554.036989886241,3032.2106382639345,2962.2712764234875,3544.596424870731,3417.2632965604116
365458,high,1558.0713086705996,662.4295975943922,877.8278873035442,838.7774676444557,1033.5893388965646
320554,medium,2154.148908136917,915.9106624035524,1100.7893905496933,1188.6084693106902,1344.73988802133
321880,high,5636.386614371792,2541.1514387049774,2530.341346955386,3025.6320185797094,2957.532731185254
536728,high,8474.11966782999,4060.949575786289,3867.1379675523754,4549.954254157323,4299.018943518876
63382,medium,5708.818266478275,2580.046233552973,2564.552748478573,3042.8480019687513,2970.260168846886
395443,high,3268.3148312993026,1390.5283427436345,1518.2622360098812,1740.9064033764357,1825.449174082955
45613,medium,13440.479644348628,6677.554414381246,6168.6745652352465,7176.777602720365,6606.071578603967
538818,low,2153.0272578901754,915.3810689645869,878.496243633189,1139.7837184478226,1074.4999539862738
154496,low,3103.2639618380867,1319.3837060150806,1233.8562638085893,1647.133701964745,1520.6251767690326
390266,high,4850.131896401393,2120.7804468897016,2160.587923947859,2585.1296826553657,2567.87779036822
158447,low,4255.963170241197,1825.5395082462437,1679.0692519254274,2278.454327462908,2077.4565510803704
33875,medium,4769.484946455569,2115.600904979755,2156.0305966152596,2591.118602080942,2578.6704481159964
19504,high,14622.887238717356,7353.109250713116,6762.883050031145,7932.206604151102,7284.560888173718
312179,low,2055.2090882474636,873.7926959592916,841.9151827319039,1090.9382856093987,1031.9065880430212
436515,high,1514.05455846011,643.7154360749005,861.3669432273275,810.7194708638145,1008.2945221080042
302075,medium,4188.038797988274,1805.0985721473728,1882.916350835861,2244.787392860275,2269.9985772423756
259313,medium,5429.41255167684,2453.0684819864523,2452.863734870208,2947.521930731323,2892.518564703273
31107,high,721.7530546712966,306.8605287240484,565.0699498554247,382.25172632012624,630.9077530197612
50556,low,5589.678759246362,2516.072142326495,2286.454574400761,2986.954779733768,2700.213158768359
71132,medium,5507.671037459314,2429.575648648765,2432.202231437091,2970.461095253924,2910.529655201934
423716,high,7361.0803863649035,3480.9283704377435,3356.957497377387,4023.4100915389918,3843.7886900107374
321308,medium,1994.5208931744094,854.9816418348339,1047.195993142341,1092.6152082902522,1259.0826437793346
71903,high,6937.39322787265,3238.0104508917366,3143.2903597248846,3726.6247796246284,3574.7430438769693
15170,medium,3978.924332481014,1699.9877850665,1790.4618700681717,2123.6139793444036,2162.4990360583556
103807,low,671.7659980714551,285.60803174005986,324.54897029878214,355.9551114364642,386.0177485362822
173451,low,6042.585869303122,2758.458952622701,2499.655177327678,3241.752755122984,2925.680406132895
126983,low,7596.274867332207,3548.02417430049,3194.1491253436852,4071.8170062410354,3655.6641915714727
403281,medium,2805.988140975884,1295.7092895412834,1434.8546281947874,1572.7232949822103,1686.291645918658
265874,high,13286.344349503463,6636.813230268331,6132.83748829613,7083.423170147882,6522.874733809391
254007,high,8580.472823918886,4075.1684819218613,3879.646395635512,4622.688587386575,4364.573831253941
251622,high,6054.079040744302,2767.582981272393,2729.507771685473,3233.5957867686457,3138.4226016831335
401598,low,5935.575586926307,2730.188411006794,2474.787622709982,3236.7231170164778,2927.2363074868726
391506,high,3584.0026871399605,1523.7745824644253,1635.4654449097313,1907.6492825913933,1971.8958274225972
199378,low,349.2304035880932,148.4787983895137,203.93033402983923,191.90567763399426,242.68960141160898
332427,medium,6034.598835346509,2812.992390754991,2769.4472065703358,3281.4691017600912,3187.5206302355605
243989,medium,4952.809649228861,2221.810571878618,2249.4510652960926,2684.4073343882137,2660.1157749191584
429364,medium,6887.465887137532,3210.5577544565413,3119.143317294381,3695.344093756986,3546.6585672443316
123332,low,5609.964014312667,2526.9742621952587,2296.0439497395005,2983.019472238972,2694.9795276075215
339445,medium,10974.780778194176,5399.35431952659,5044.383119769411,5929.667591406909,5517.411864693966
529229,low,4956.244113091703,2145.5521042811697,1960.5506971807367,2700.8765440640964,2454.5311966196355
103799,high,8260.582560716088,3946.2039785540583,3766.2091004086897,4418.706245724479,4181.418853197207
489888,medium,6440.74104512861,2971.7636218316716,2909.102780680116,3482.249969408871,3362.3374527758406
382854,high,4582.799074370192,1989.8292852625443,2045.4043472230057,2444.296936690067,2444.2105920577274
489070,low,10145.100217826079,4912.66181861867,4394.468412462865,5476.946566113745,4896.487126146735
317510,low,3170.311974663353,1347.8898391478708,1258.9302091648542,1693.3439092577646,1562.392554126248
19112,high,8830.303162044895,4251.022979249562,4034.324330924328,4718.316583913831,4444.638659829054
428362,high,7294.11098890435,3386.6180208943256,3274.00546913411,3865.2522228596026,3690.5284170898362
492434,medium,3447.009534754491,1465.5305737962194,1584.2341157121373,1842.6902076290016,1915.7610767491383
345040,high,3953.7843188026463,1691.3190008321965,1782.8367245407048,2126.617913726126,2166.96045995147
364612,medium,2921.42726623603,1242.0740165129102,1387.6821147542882,1546.2954630382653,1653.3195958477907
547513,low,3122.9381207432625,1327.7483714152058,1241.213809014358,1673.8834890480223,1545.9420233602825
193546,medium,4053.678218812977,1728.5000895954415,1815.541402313383,2164.58910515223,2198.5715423673664
191858,low,2043.3750720396313,868.7613456283696,837.4896156906607,1090.3892588204951,1032.0895235507949
179059,high,7722.1233759670695,3615.243769601636,3475.102020128647,4117.23459476634,3914.890586592306
158117,medium,6529.585881035215,2997.7119229446125,2931.9274347200717,3451.573042451584,3326.0348886255542
277267,medium,1345.8711972417834,572.2105982193166,798.4714116325099,730.9703951092399,939.3315036661347
41682,high,5688.172200843088,2568.7033451971956,2554.575687873824,3068.9632570037184,2997.4641751356967
178374,medium,6786.582253788056,3120.0174740485722,3039.5065534913933,3713.905887012603,3571.212987796297
48076,low,6156.50431925173,2819.750393624326,2553.566399352418,3290.549686186083,2967.2608858151525
119513,medium,736.2902978882812,313.04118305018164,570.5064427012805,397.2350355646915,644.9259741980472
110432,medium,4325.685177759239,1870.154000876096,1940.1386765595344,2302.310815852227,2318.831940446734
128883,high,6099.752239475569,2789.3035494597048,2748.613034248943,3269.046391498985,3171.2479098950635
462474,high,14562.597598466788,7278.482435428388,6697.24380783423,7841.063547071816,7197.724131847495
149270,low,5394.221399116647,2412.0173997574184,2194.9292188678332,2886.2130574380267,2611.9229710272652
335892,low,4262.8342584659895,1924.4774467438917,1766.0902362585157,2319.974358161796,2118.297087329036
456213,high,3928.5254397878207,1670.5159889886017,1764.538919257663,2098.3822998781948,2140.450602512572
88997,medium,3562.3604385444455,1514.5731640515564,1627.3718932024663,1905.65966321539,1971.1597474956827
281036,high,5192.044833471966,2304.1182062514426,2321.8496588325056,2777.8119667045385,2738.425456985033
94883,high,3250.505234548172,1381.984805520501,1510.74740256398,1728.878722285017,1814.6579060907106
394378,low,4578.2370154219525,1949.6349223764635,1788.2239898839757,2441.116008504226,2219.4604305879484
514969,high,6180.238666653375,2832.197802124721,2786.342324072557,3324.1587717378516,3220.8837024845725
539524,low,7754.385298377082,3675.1382048652176,3305.955502893834,4172.723894946124,3746.3346906199577
23443,medium,3623.572767967946,1540.598198029252,1650.2634680369729,1930.622001958347,1992.3230828896035
233537,high,7000.731883191818,3271.4808276477443,3172.730528041209,3809.112904117996,3652.803775513524
228035,medium,293.38890700652115,146.73000000000002,404.8746095532287,155.48361490504846,431.7428408703288
521025,medium,1862.274549842461,791.7646476110207,991.5907734045852,995.681793845053,1170.849433974023
156960,high,9342.689823075392,4525.680141567631,4275.909541122108,5028.09334504344,4721.051832871756
500441,high,10612.614673953738,5205.30287500616,4873.697747916494,5722.860804356499,5334.10483615309
169424,medium,2633.6818415969346,1119.736171773353,1280.0739583020058,1408.861382305369,1534.3486467075945
205449,medium,14568.813263421009,7281.700476714859,6700.074363482889,7912.9712045551,7268.7489684576285
257575,high,4766.021676118729,2100.2229837446453,2142.5048778858168,2537.124577332381,2525.186125321932
399366,medium,3291.4751618868177,1399.4035798277991,1526.0689262908134,1760.5460411671133,1843.649865040797
282035,high,7453.801571923886,3514.1611224015805,3386.1892685114185,3976.664096647152,3791.6076732178685
300117,low,5010.134270155725,2218.064759881266,2024.330298767439,2686.441498278311,2436.7926348856154
19713,medium,3255.8145709726145,1384.2421229947167,1512.7329351066287,1738.6187908995873,1824.0344871588093
345688,high,3119.5902835478078,1326.325004953186,1461.7891383383737,1675.240466985734,1769.3269282235738
263548,low,9476.709557484039,4597.352181001761,4117.124110625441,5087.36652746022,4550.140714625859
410770,medium,6549.715819832044,3030.2698312044963,2960.5641509174093,3538.1162253892617,3410.952855413947
347644,medium,5648.826735290197,2547.644465037823,2536.052543305784,3019.715083379494,2950.925811416757
250814,high,5842.103544590581,2651.335780426937,2627.2582015930802,3140.3240490477306,3058.7952993672047
250213,low,1965.002880705174,837.4282283375985,809.9289635994834,1072.9988073704915,1019.6038846677714
287756,high,5790.129709126825,2623.376406993959,2602.665469333495,3070.6092419324286,2992.8270678385275
454093,high,6156.941427707707,2819.8610543612845,2775.4910599899854,3297.161629692692,3195.6554230012002
453166,high,10295.322910511773,4993.165284963052,4687.105635607853,5553.463962826571,5185.16338564145
320213,medium,5126.248958349701,2307.765169448738,2325.055988304822,2751.999407599634,2716.8204630900864
203023,medium,1203.8508806535833,511.8292404186774,745.3600738380205,658.3791545200824,875.9203249092147
54574,low,4834.8683946038,2089.8541450297002,1911.5590671218595,2576.436564355515,2338.2991662948384
339714,high,13363.305517813007,6636.063967276024,6132.180060567734,7189.68466443205,6623.444486943543
381876,high,10420.59634612774,5059.93864403176,4745.83871155596,5529.073578321415,5152.82384142109
303502,high,15693.501390373616,7883.2389318274545,7229.180566212106,8448.444103783197,7732.1297017068155
180718,medium,9302.52362043795,4504.382534125881,4257.176407106177,5010.757529683232,4706.585002122515
20783,high,7403.580846251078,3336.8002301664965,3230.1904983940935,4029.3244305033886,3847.065049008397
341829,medium,2908.783499888942,1236.6983928127827,1382.953725453468,1553.1978364162503,1660.9514778157516
246296,medium,3724.4200350347883,1587.4282613914559,1691.4549190114337,1992.8915476097957,2048.0426311748856
522606,high,14882.48785047706,7448.7341164112895,6846.995231325348,7952.032852288221,7288.22310862523
432647,medium,7262.586231703812,3412.3729396441695,3296.657552616807,3908.27348407866,3735.3677614201574
390651,medium,293.38890700652115,146.73000000000002,404.8746095532287,155.48361490504846,431.7428408703288
531015,medium,3888.1233294976682,1657.7633066887604,1753.3214674649166,2077.531458933295,2122.2379433289652
240479,medium,6130.066512408657,2764.0042621498305,2726.3616763507453,3270.579549529016,3170.6081664830745
309616,medium,4424.388167867115,1909.1538473519,1974.4430177424845,2372.078394512448,2382.114934420457
274028,high,3993.6695740801288,1722.1031126404273,1809.913705657558,2149.2837391391786,2187.09137234998
238834,high,5122.763499731727,2283.9974802055726,2304.151050456128,2756.4156574210006,2721.3501326441838
397071,medium,4079.6195004254705,1738.4967145757066,1824.3344664020105,2184.496070552438,2216.8568897599257
175310,medium,8303.843462699275,3926.74912243758,3749.0984775848324,4488.699279167514,4248.669838595854
31689,medium,2626.795065956103,1116.8081902418965,1277.4985108156038,1407.4060428429684,1533.297398467942
405023,high,6224.9513676844745,2856.2194809159355,2807.4715081784066,3326.861709677841,3221.1412743039887
489860,medium,4789.895071071624,2052.9452284896706,2100.9222304308432,2561.1842558013795,2547.794542735822
410016,high,10866.664680783704,5128.64506851994,4806.278627227065,5821.821322520456,5416.6519694597155
510647,high,14307.993267601543,7141.760318761822,6576.984651203888,7723.8290032612695,7096.490212856533
167958,low,3469.4431923268767,1475.0684676496949,1370.796310634482,1858.0720429471073,1707.7929045236235
407951,medium,2000.7787460449767,850.6510916684823,1043.3871876584399,1067.8938437257193,1234.1507826569252
200216,high,3841.269171208234,1633.3396221937014,1731.8386551868075,2051.4472093109016,2099.162751692402
517317,medium,1577.875245290275,670.8494392876133,885.2339654812042,841.1256969355184,1034.640798189008
423926,low,7982.147326515933,3797.4446238419523,3413.5347824040027,4318.433773482034,3877.3323807594224
463907,high,10881.761531730464,5349.727069548008,5000.73156525973,5910.002675662746,5503.570014103676
519634,medium,3148.6323944510514,1338.672548824809,1472.6500165528598,1684.6597789588873,1776.9663168242237
